,SubjectName,ConstructName,QuestionText,AnswerText,MisconceptionId,MisconceptionName
1359,Simultaneous Equations,Manipulate both equations so that they are in a form to be added or subtracted,"Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",\( \begin{array}{l}6 l+9 m=13 \\ 6 l+8 m=17\end{array} \),1268.0,"When solving simultaneous equations, thinks you only transform the algebraic terms, rather than the whole equation."
1360,Simultaneous Equations,Manipulate both equations so that they are in a form to be added or subtracted,"Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",\( \begin{array}{l}6 l+3 m=13 \\ 6 l+4 m=17\end{array} \),614.0,"When solving simultaneous equations, thinks you only transform the term that is being eliminated, rather than the whole equation."
1361,Function Machines,"For a given algebraic input, find the output of a function machine","![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 3 m+2 \),1911.0,Only multiplies second term in the expansion of a bracket
1362,Function Machines,"For a given algebraic input, find the output of a function machine","![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 6 m+1 \),220.0,Only multiplies the first term in the expansion of a bracket
1363,Function Machines,"For a given algebraic input, find the output of a function machine","![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""3m + 1"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 6 m+3 \),1416.0,Adds instead of multiplies
1364,Time Series and Line Graphs,Interpret continuous data using a line graph,"This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?",\( 5 \),1183.0,Does not include units in answer.
1365,Time Series and Line Graphs,Interpret continuous data using a line graph,"This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?",\( 6 \mathrm{~cm} \),23.0,Does not understand the command word 'difference'
1366,Time Series and Line Graphs,Interpret continuous data using a line graph,"This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?",\( 2 \mathrm{~cm} \),11.0,"When reading value from graph, reads from the wrong axes."
1367,"Square Roots, Cube Roots, etc",Calculate the square of a number,\( 11^{2}= \),\( 1111 \),446.0,Repeats the digits twice when squaring a number
1368,"Square Roots, Cube Roots, etc",Calculate the square of a number,\( 11^{2}= \),\( 22 \),2316.0,Mixes up squaring and multiplying by 2 or doubling
1369,"Square Roots, Cube Roots, etc",Calculate the square of a number,\( 11^{2}= \),\( 112 \),2352.0,Writes the index as a digit on the end of a number
1370,"Rounding to the Nearest Whole (10, 100, etc)",Round integers to the nearest 10,What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 650 \),2392.0,Rounds to the wrong degree of accuracy (rounds too much)
1371,"Rounding to the Nearest Whole (10, 100, etc)",Round integers to the nearest 10,What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 600 \),2392.0,Rounds to the wrong degree of accuracy (rounds too much)
1372,"Rounding to the Nearest Whole (10, 100, etc)",Round integers to the nearest 10,What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 630 \),1379.0,Rounds down instead of up
1373,Mental Multiplication and Division,Recognise and use efficient methods for mental multiplication,Tom and Katie are discussing ways to calculate \( 21 \times 12 \) mentally Tom does \( 12 \times 7 \) and then multiplies his answer by \( 3 \) Katie does \( 21 \times 6 \) and then doubles her answer Who would get the correct answer?,Only Tom,488.0,Does not correctly apply the distributive property of multiplication
1374,Mental Multiplication and Division,Recognise and use efficient methods for mental multiplication,Tom and Katie are discussing ways to calculate \( 21 \times 12 \) mentally Tom does \( 12 \times 7 \) and then multiplies his answer by \( 3 \) Katie does \( 21 \times 6 \) and then doubles her answer Who would get the correct answer?,Only Katie,488.0,Does not correctly apply the distributive property of multiplication
1375,Mental Multiplication and Division,Recognise and use efficient methods for mental multiplication,Tom and Katie are discussing ways to calculate \( 21 \times 12 \) mentally Tom does \( 12 \times 7 \) and then multiplies his answer by \( 3 \) Katie does \( 21 \times 6 \) and then doubles her answer Who would get the correct answer?,Neither is correct,488.0,Does not correctly apply the distributive property of multiplication
1376,Multiplying and Dividing with Decimals,Divide a decimal by an integer,\( 0.5 \div 2= \),\( 0.3 \),2273.0,Subtracts instead of divides
1377,Multiplying and Dividing with Decimals,Divide a decimal by an integer,\( 0.5 \div 2= \),\( 0.025 \),2002.0,"When dividing a decimal by an integer, divides by the wrong power of 10 when reinserting the decimal."
1378,Multiplying and Dividing with Decimals,Divide a decimal by an integer,\( 0.5 \div 2= \),\( 1 \),1074.0,Multiplies rather than divides
1379,Adding and Subtracting Fractions,Subtract proper fractions with different denominators which do not share a common factor,"\(
\frac{2}{3}-\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",\( 19 \),2234.0,Forgets to change the numerators when finding equivalent fractions
1380,Adding and Subtracting Fractions,Subtract proper fractions with different denominators which do not share a common factor,"\(
\frac{2}{3}-\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",\( 1 \),172.0,"When subtracting fractions, subtracts the numerators and denominators"
1381,Time Series and Line Graphs,Interpret continuous data using a line graph,"How many months have an average temperature below 25⁰C ? ![A line graph with title ""Monthly Average temperatures for Zakynthos, Greece. (⁰C)"". 
The x-axis is labelled with the first letter of every month of the year and is titled ""months"". 
The y-axis is titled ""Average temperature (⁰C)"" and the scale is labelled from 18 to 34 in steps of 2. The following points are plotted and joined together: (J, 18), (F, 20), (M, 21), (A, 22), (M, 23), (J, 25), (J, 29), (A, 32), (S, 27), (O, 22), (N, 20), (D, 18).]()",\( 3 \),2303.0,"When asked to find data points below a certain value, gives the number of data points above this value"
1382,Time Series and Line Graphs,Interpret continuous data using a line graph,"How many months have an average temperature below 25⁰C ? ![A line graph with title ""Monthly Average temperatures for Zakynthos, Greece. (⁰C)"". 
The x-axis is labelled with the first letter of every month of the year and is titled ""months"". 
The y-axis is titled ""Average temperature (⁰C)"" and the scale is labelled from 18 to 34 in steps of 2. The following points are plotted and joined together: (J, 18), (F, 20), (M, 21), (A, 22), (M, 23), (J, 25), (J, 29), (A, 32), (S, 27), (O, 22), (N, 20), (D, 18).]()",\( 4 \),2303.0,"When asked to find data points below a certain value, gives the number of data points above this value"
1383,Time Series and Line Graphs,Interpret continuous data using a line graph,"How many months have an average temperature below 25⁰C ? ![A line graph with title ""Monthly Average temperatures for Zakynthos, Greece. (⁰C)"". 
The x-axis is labelled with the first letter of every month of the year and is titled ""months"". 
The y-axis is titled ""Average temperature (⁰C)"" and the scale is labelled from 18 to 34 in steps of 2. The following points are plotted and joined together: (J, 18), (F, 20), (M, 21), (A, 22), (M, 23), (J, 25), (J, 29), (A, 32), (S, 27), (O, 22), (N, 20), (D, 18).]()",\( 9 \),251.0,"Includes a data point with the value, when asked to find the number of data points below a value"
1384,Linear Sequences (nth term),Generate a descending integer linear sequence from the nth term rule,"What is the first term of the sequence given by this rule:
\[
2-7 n
\]",\( 1 \),1240.0,Thinks the first term of a sequence must be 1
1385,Linear Sequences (nth term),Generate a descending integer linear sequence from the nth term rule,"What is the first term of the sequence given by this rule:
\[
2-7 n
\]",\( -7 \),2376.0,"When finding the nth term of a linear sequence, thinks the the first term is the coefficient in front of n."
1386,Multiplying and Dividing Algebraic Fractions,Multiply algebraic fractions where the numerators and denominators involve linear expressions,Write this as a single fraction as simply as possible: \( \frac{5}{x-3} \times \frac{x^{2}}{2 y} \),\( \frac{10 y}{x^{2}(x-3)} \),2134.0,when multiplying fractions multiplies by the reciprocal of the 2nd fraction instead
1387,Multiplying and Dividing Algebraic Fractions,Multiply algebraic fractions where the numerators and denominators involve linear expressions,Write this as a single fraction as simply as possible: \( \frac{5}{x-3} \times \frac{x^{2}}{2 y} \),\( \frac{5 x^{2}}{x-6 y} \),1911.0,Only multiplies second term in the expansion of a bracket
